id_interaksi,id_mahasiswa,id_konten,waktu_akses,durasi_tonton,feedback,device,status
INT1064,MHS070,KNT148,2024-12-25 11:56:36,30,Bermanfaat,HP,Selesai
INT1065,MHS269,KNT001,2025-05-01 21:30:06,26,Kurang,HP,Belum Selesai
INT1066,MHS292,KNT132,2024-11-24 16:24:47,47,Kurang,Tablet,Belum Selesai
INT1067,MHS015,KNT182,2025-03-24 11:42:28,44,Bermanfaat,HP,Belum Selesai
INT1068,MHS089,KNT198,2025-02-07 23:42:07,13,Kurang,Laptop,Selesai
INT1069,MHS099,KNT126,2024-12-17 14:47:51,85,Kurang,Tablet,Selesai
INT1070,MHS103,KNT123,2025-03-17 11:16:42,85,Sangat Membantu,HP,Belum Selesai
INT1071,MHS030,KNT112,2024-12-08 08:14:25,17,Kurang,Laptop,Belum Selesai
INT1072,MHS128,KNT104,2025-04-06 07:40:31,8,Bermanfaat,HP,Selesai
INT1073,MHS017,KNT187,2025-01-27 16:08:20,66,Sangat Membantu,HP,Selesai
INT1074,MHS234,KNT200,2025-04-13 00:06:11,60,Sangat Membantu,HP,Belum Selesai
INT1075,MHS026,KNT018,2025-01-26 17:55:47,108,Kurang,Laptop,Belum Selesai
INT1076,MHS185,KNT139,2025-02-21 14:34:13,8,Bermanfaat,HP,Selesai
INT1077,MHS102,KNT058,2025-04-21 18:17:02,80,Kurang,HP,Belum Selesai
INT1078,MHS141,KNT001,2025-05-16 17:00:52,107,Kurang,HP,Selesai
INT1079,MHS189,KNT099,2025-04-12 13:49:03,85,Bermanfaat,Tablet,Belum Selesai
INT1080,MHS238,KNT177,2024-12-02 13:52:42,47,Sangat Membantu,Laptop,Selesai
INT1081,MHS259,KNT200,2024-12-07 21:09:59,112,Bermanfaat,Tablet,Selesai
INT1082,MHS204,KNT124,2025-03-30 01:12:05,37,Kurang,Laptop,Selesai
INT1083,MHS064,KNT032,2025-04-23 06:04:05,36,Bermanfaat,HP,Selesai
INT1084,MHS016,KNT146,2025-04-08 06:30:45,18,Sangat Membantu,Tablet,Belum Selesai
INT1085,MHS124,KNT138,2025-02-01 10:55:54,65,Bermanfaat,Laptop,Belum Selesai
INT1086,MHS191,KNT092,2025-03-12 01:20:43,35,Kurang,Tablet,Belum Selesai
INT1087,MHS251,KNT086,2025-02-12 10:32:09,48,Sangat Membantu,Tablet,Belum Selesai
INT1088,MHS229,KNT175,2025-02-15 09:12:00,111,Bermanfaat,HP,Belum Selesai
INT1089,MHS091,KNT078,2025-05-16 14:33:17,11,Sangat Membantu,Laptop,Belum Selesai
INT1090,MHS243,KNT103,2024-12-08 07:48:59,110,Kurang,Laptop,Belum Selesai
INT1091,MHS283,KNT015,2025-02-04 00:41:51,47,Bermanfaat,Laptop,Belum Selesai
INT1092,MHS180,KNT162,2025-01-13 05:52:23,71,Kurang,Tablet,Belum Selesai
INT1093,MHS177,KNT166,2025-04-20 00:39:13,106,Kurang,Laptop,Belum Selesai
INT1094,MHS084,KNT024,2025-04-29 17:27:22,35,Kurang,Laptop,Belum Selesai
INT1095,MHS133,KNT094,2024-11-21 20:48:28,14,Bermanfaat,Tablet,Belum Selesai
INT1096,MHS047,KNT137,2025-05-02 21:26:37,104,Bermanfaat,Laptop,Selesai
INT1097,MHS146,KNT088,2025-02-20 01:56:18,81,Bermanfaat,Tablet,Belum Selesai
INT1098,MHS015,KNT021,2025-05-05 13:38:30,84,Bermanfaat,HP,Belum Selesai
INT1099,MHS198,KNT118,2025-03-28 17:43:26,61,Sangat Membantu,HP,Selesai
INT1100,MHS026,KNT195,2025-01-16 12:40:57,102,Kurang,HP,Belum Selesai
INT1101,MHS084,KNT197,2025-02-27 12:26:02,17,Kurang,HP,Belum Selesai
INT1102,MHS293,KNT075,2025-04-17 00:53:08,85,Kurang,HP,Selesai
INT1103,MHS110,KNT166,2025-03-04 07:06:50,62,Sangat Membantu,Tablet,Belum Selesai
INT1104,MHS114,KNT052,2025-01-16 23:56:18,79,Bermanfaat,Tablet,Belum Selesai
INT1105,MHS116,KNT046,2025-05-05 09:14:41,20,Bermanfaat,Laptop,Belum Selesai
INT1106,MHS106,KNT142,2025-01-29 03:08:45,15,Bermanfaat,Tablet,Belum Selesai
INT1107,MHS138,KNT011,2025-02-25 06:50:42,12,Bermanfaat,Tablet,Selesai
INT1108,MHS210,KNT099,2025-02-01 05:15:14,9,Kurang,Tablet,Belum Selesai
INT1109,MHS263,KNT170,2024-11-21 15:40:31,53,Kurang,HP,Belum Selesai
INT1110,MHS011,KNT049,2025-04-24 07:27:54,45,Bermanfaat,Laptop,Selesai
INT1111,MHS005,KNT077,2025-02-16 00:00:15,118,Kurang,Laptop,Selesai
INT1112,MHS243,KNT179,2025-04-01 03:19:52,113,Sangat Membantu,HP,Belum Selesai
INT1113,MHS068,KNT100,2025-01-13 01:20:19,93,Kurang,HP,Belum Selesai
INT1114,MHS089,KNT028,2025-05-03 09:31:39,13,Kurang,Laptop,Selesai
INT1115,MHS005,KNT162,2025-05-04 15:47:04,105,Sangat Membantu,Laptop,Belum Selesai
INT1116,MHS115,KNT177,2025-05-04 19:07:50,21,Bermanfaat,Tablet,Belum Selesai
INT1117,MHS130,KNT092,2024-12-18 08:46:58,12,Sangat Membantu,Tablet,Belum Selesai
INT1118,MHS157,KNT125,2025-04-16 07:59:52,107,Kurang,Tablet,Belum Selesai
INT1119,MHS141,KNT022,2024-12-30 02:10:49,61,Bermanfaat,Laptop,Belum Selesai
INT1120,MHS217,KNT162,2024-12-14 21:16:15,12,Bermanfaat,HP,Selesai
INT1121,MHS193,KNT113,2025-03-21 05:11:03,43,Bermanfaat,Tablet,Selesai
INT1122,MHS179,KNT189,2025-02-11 09:38:02,83,Kurang,Tablet,Belum Selesai
INT1123,MHS236,KNT049,2024-12-29 21:24:35,85,Kurang,Laptop,Selesai
INT1124,MHS130,KNT036,2025-03-26 10:31:37,60,Kurang,HP,Belum Selesai
INT1125,MHS112,KNT010,2025-01-08 00:29:32,13,Bermanfaat,Tablet,Belum Selesai
INT1126,MHS239,KNT050,2025-01-19 09:31:48,18,Bermanfaat,Tablet,Selesai
INT1127,MHS155,KNT007,2025-04-17 09:16:07,91,Kurang,HP,Belum Selesai
INT1128,MHS267,KNT185,2025-05-13 09:31:51,12,Kurang,HP,Selesai
INT1129,MHS204,KNT152,2025-02-22 00:00:24,76,Kurang,HP,Selesai
INT1130,MHS300,KNT062,2025-02-06 12:28:06,11,Kurang,Laptop,Belum Selesai
INT1131,MHS053,KNT126,2025-01-17 12:39:21,42,Sangat Membantu,Laptop,Selesai
INT1132,MHS004,KNT100,2025-01-01 01:25:50,113,Sangat Membantu,Tablet,Selesai
INT1133,MHS262,KNT017,2025-02-06 16:48:28,53,Bermanfaat,HP,Belum Selesai
INT1134,MHS192,KNT139,2025-03-05 18:00:37,56,Sangat Membantu,Tablet,Selesai
INT1135,MHS288,KNT165,2025-05-10 15:42:18,17,Kurang,Tablet,Belum Selesai
INT1136,MHS145,KNT079,2025-01-18 06:47:25,84,Kurang,Tablet,Belum Selesai
INT1137,MHS153,KNT128,2025-03-16 06:50:24,101,Sangat Membantu,Laptop,Selesai
INT1138,MHS056,KNT137,2024-12-20 20:38:13,57,Sangat Membantu,HP,Belum Selesai
INT1139,MHS247,KNT116,2025-03-13 05:08:12,34,Kurang,Laptop,Belum Selesai
INT1140,MHS033,KNT005,2025-01-15 02:54:08,115,Bermanfaat,Laptop,Belum Selesai
INT1141,MHS173,KNT010,2025-03-08 23:16:16,81,Sangat Membantu,Tablet,Belum Selesai
INT1142,MHS142,KNT087,2024-11-22 09:15:31,105,Sangat Membantu,HP,Belum Selesai
INT1143,MHS167,KNT015,2025-02-08 11:01:09,89,Bermanfaat,HP,Selesai
INT1144,MHS142,KNT087,2025-04-26 23:39:30,84,Bermanfaat,Tablet,Belum Selesai
INT1145,MHS134,KNT185,2025-03-10 16:01:04,6,Sangat Membantu,Tablet,Selesai
INT1146,MHS153,KNT011,2025-02-06 00:54:04,63,Sangat Membantu,Tablet,Belum Selesai
INT1147,MHS097,KNT104,2025-01-08 03:47:49,54,Sangat Membantu,Laptop,Selesai
INT1148,MHS077,KNT031,2025-04-30 07:13:27,64,Sangat Membantu,Tablet,Belum Selesai
INT1149,MHS265,KNT055,2025-05-13 12:22:21,106,Bermanfaat,Laptop,Belum Selesai
INT1150,MHS124,KNT168,2025-05-04 17:09:24,59,Kurang,HP,Selesai
INT1151,MHS030,KNT171,2025-05-11 21:41:28,117,Sangat Membantu,Tablet,Selesai
INT1152,MHS207,KNT134,2025-01-01 12:22:11,84,Sangat Membantu,HP,Selesai
INT1153,MHS164,KNT118,2025-05-15 01:27:47,84,Sangat Membantu,Laptop,Belum Selesai
INT1154,MHS072,KNT174,2025-01-27 06:33:21,17,Sangat Membantu,HP,Belum Selesai
INT1155,MHS014,KNT138,2025-02-17 19:32:22,48,Sangat Membantu,HP,Belum Selesai
INT1156,MHS255,KNT039,2024-12-03 02:13:10,88,Kurang,Tablet,Belum Selesai
INT1157,MHS152,KNT190,2025-05-18 00:24:10,91,Bermanfaat,Tablet,Belum Selesai
INT1158,MHS133,KNT149,2025-04-24 23:40:38,105,Bermanfaat,Laptop,Selesai
INT1159,MHS215,KNT060,2025-02-11 09:54:46,8,Kurang,HP,Belum Selesai
INT1160,MHS208,KNT019,2025-01-12 22:37:48,63,Bermanfaat,Tablet,Selesai
INT1161,MHS199,KNT010,2025-01-07 05:09:16,71,Kurang,Tablet,Belum Selesai
INT1162,MHS019,KNT189,2025-02-17 18:24:30,47,Kurang,Laptop,Belum Selesai
INT1163,MHS299,KNT037,2025-04-02 09:03:27,80,Bermanfaat,Tablet,Selesai
INT1164,MHS293,KNT126,2025-05-07 03:17:40,29,Sangat Membantu,HP,Belum Selesai
INT1165,MHS098,KNT168,2024-11-22 02:33:03,18,Kurang,Laptop,Belum Selesai
INT1166,MHS176,KNT005,2025-03-29 18:27:42,18,Kurang,Tablet,Belum Selesai
INT1167,MHS114,KNT121,2025-02-05 22:11:27,6,Sangat Membantu,HP,Belum Selesai
INT1168,MHS274,KNT159,2025-04-14 06:51:53,81,Sangat Membantu,HP,Selesai
INT1169,MHS244,KNT012,2024-12-29 03:16:04,96,Bermanfaat,Laptop,Selesai
INT1170,MHS184,KNT063,2025-04-03 13:23:51,13,Kurang,HP,Selesai
INT1171,MHS260,KNT180,2025-04-06 03:02:58,80,Bermanfaat,Laptop,Selesai
INT1172,MHS154,KNT167,2025-02-06 11:28:46,106,Sangat Membantu,Laptop,Belum Selesai
INT1173,MHS088,KNT034,2024-12-14 00:02:39,112,Kurang,HP,Selesai
INT1174,MHS286,KNT004,2025-02-03 04:17:19,29,Sangat Membantu,Tablet,Selesai
INT1175,MHS093,KNT045,2025-05-17 07:35:58,120,Sangat Membantu,Laptop,Selesai
INT1176,MHS151,KNT162,2025-04-07 13:44:56,78,Bermanfaat,HP,Belum Selesai
INT1177,MHS050,KNT013,2025-02-28 20:26:53,21,Bermanfaat,HP,Selesai
INT1178,MHS242,KNT079,2025-04-29 03:17:41,86,Bermanfaat,HP,Belum Selesai
INT1179,MHS066,KNT025,2025-05-02 00:22:28,70,Sangat Membantu,Tablet,Selesai
INT1180,MHS133,KNT117,2024-12-23 12:49:48,37,Bermanfaat,Tablet,Selesai
INT1181,MHS287,KNT157,2025-01-14 03:18:03,50,Kurang,HP,Belum Selesai
INT1182,MHS094,KNT044,2025-03-11 06:11:35,58,Sangat Membantu,Laptop,Selesai
INT1183,MHS172,KNT152,2024-12-04 02:55:33,66,Sangat Membantu,Laptop,Selesai
INT1184,MHS046,KNT017,2025-02-28 01:17:59,97,Bermanfaat,Laptop,Selesai
INT1185,MHS114,KNT028,2025-03-26 10:29:01,84,Sangat Membantu,Laptop,Selesai
INT1186,MHS182,KNT030,2025-02-15 23:35:59,61,Kurang,Tablet,Selesai
INT1187,MHS115,KNT128,2024-11-28 23:18:26,28,Bermanfaat,HP,Belum Selesai
INT1188,MHS158,KNT153,2025-01-29 07:46:34,36,Kurang,Laptop,Belum Selesai
INT1189,MHS216,KNT158,2025-04-16 20:25:05,22,Bermanfaat,Laptop,Belum Selesai
INT1190,MHS170,KNT057,2024-12-03 08:26:45,107,Bermanfaat,Tablet,Belum Selesai
INT1191,MHS191,KNT017,2025-04-22 11:30:41,10,Sangat Membantu,HP,Selesai
INT1192,MHS134,KNT052,2025-03-26 19:34:09,12,Sangat Membantu,Tablet,Selesai
INT1193,MHS300,KNT110,2025-04-02 19:34:28,21,Bermanfaat,Tablet,Selesai
INT1194,MHS151,KNT087,2025-01-24 00:39:19,44,Kurang,Tablet,Belum Selesai
INT1195,MHS238,KNT189,2024-12-13 11:26:53,79,Kurang,HP,Belum Selesai
INT1196,MHS061,KNT174,2025-01-18 03:44:09,60,Bermanfaat,Tablet,Selesai
INT1197,MHS241,KNT103,2025-05-02 22:45:08,70,Kurang,HP,Selesai
INT1198,MHS028,KNT084,2025-05-04 19:36:15,88,Kurang,Tablet,Selesai
INT1199,MHS299,KNT031,2025-03-30 23:46:53,101,Sangat Membantu,Tablet,Belum Selesai
INT1200,MHS298,KNT176,2024-12-05 12:54:31,50,Bermanfaat,HP,Selesai
INT1201,MHS037,KNT148,2024-12-10 22:41:12,44,Sangat Membantu,Tablet,Selesai
INT1202,MHS242,KNT140,2025-02-07 03:57:06,79,Kurang,HP,Belum Selesai
INT1203,MHS100,KNT036,2025-03-05 13:57:11,118,Sangat Membantu,HP,Selesai
INT1204,MHS257,KNT083,2025-04-17 05:27:55,74,Kurang,Tablet,Selesai
INT1205,MHS062,KNT055,2025-01-22 07:24:36,104,Kurang,Laptop,Selesai
INT1206,MHS196,KNT196,2025-01-31 04:10:47,23,Kurang,HP,Selesai
INT1207,MHS272,KNT012,2025-01-19 15:13:45,23,Kurang,HP,Belum Selesai
INT1208,MHS153,KNT152,2025-02-08 03:12:47,65,Kurang,HP,Belum Selesai
INT1209,MHS212,KNT045,2025-03-08 10:07:39,44,Sangat Membantu,HP,Selesai
INT1210,MHS028,KNT086,2025-03-06 00:13:03,82,Kurang,HP,Selesai
INT1211,MHS078,KNT017,2025-03-17 11:49:05,48,Sangat Membantu,Laptop,Selesai
INT1212,MHS071,KNT031,2025-04-14 23:03:48,42,Kurang,HP,Belum Selesai
INT1213,MHS103,KNT071,2025-02-27 14:24:07,52,Bermanfaat,Tablet,Selesai
INT1214,MHS176,KNT037,2025-05-02 02:18:08,6,Bermanfaat,HP,Selesai
INT1215,MHS210,KNT194,2025-03-24 10:16:44,71,Kurang,Laptop,Belum Selesai
INT1216,MHS292,KNT107,2025-04-22 15:11:25,80,Kurang,Tablet,Selesai
INT1217,MHS235,KNT044,2025-01-17 17:25:47,89,Kurang,Tablet,Selesai
INT1218,MHS074,KNT179,2025-01-23 19:26:33,91,Bermanfaat,Laptop,Selesai
INT1219,MHS162,KNT095,2024-12-29 06:37:21,23,Sangat Membantu,Tablet,Belum Selesai
INT1220,MHS093,KNT142,2024-12-17 09:42:34,12,Sangat Membantu,HP,Selesai
INT1221,MHS042,KNT043,2025-01-02 18:17:58,35,Bermanfaat,HP,Selesai
INT1222,MHS250,KNT113,2024-11-29 01:01:28,69,Sangat Membantu,HP,Selesai
INT1223,MHS171,KNT063,2024-11-28 11:01:54,109,Kurang,Laptop,Belum Selesai
INT1224,MHS091,KNT149,2025-01-04 23:01:53,111,Kurang,Tablet,Belum Selesai
INT1225,MHS161,KNT011,2024-12-08 11:30:00,76,Kurang,Tablet,Belum Selesai
INT1226,MHS030,KNT035,2024-12-15 22:14:54,114,Sangat Membantu,Laptop,Belum Selesai
INT1227,MHS003,KNT026,2025-04-14 21:25:25,11,Sangat Membantu,Tablet,Selesai
INT1228,MHS232,KNT162,2024-11-23 08:29:48,59,Sangat Membantu,HP,Selesai
INT1229,MHS141,KNT157,2024-12-05 08:25:15,49,Kurang,Tablet,Selesai
INT1230,MHS108,KNT097,2024-11-20 21:01:55,30,Sangat Membantu,HP,Selesai
INT1231,MHS087,KNT200,2025-05-05 19:22:53,30,Kurang,Laptop,Belum Selesai
INT1232,MHS296,KNT041,2025-01-25 21:14:18,86,Sangat Membantu,Laptop,Belum Selesai
INT1233,MHS082,KNT005,2025-01-04 15:41:26,30,Sangat Membantu,Tablet,Belum Selesai
INT1234,MHS251,KNT125,2025-03-13 00:09:06,105,Bermanfaat,Tablet,Selesai
INT1235,MHS046,KNT021,2024-12-17 12:53:00,13,Bermanfaat,HP,Belum Selesai
INT1236,MHS067,KNT002,2025-05-17 21:49:24,48,Bermanfaat,HP,Belum Selesai
INT1237,MHS223,KNT002,2024-12-07 03:54:31,29,Bermanfaat,HP,Selesai
INT1238,MHS220,KNT046,2025-01-24 21:24:21,90,Sangat Membantu,HP,Belum Selesai
INT1239,MHS207,KNT023,2024-12-10 17:44:10,65,Bermanfaat,HP,Selesai
INT1240,MHS220,KNT181,2025-03-10 07:31:32,93,Sangat Membantu,Tablet,Belum Selesai
INT1241,MHS245,KNT167,2025-05-07 17:05:11,93,Kurang,HP,Belum Selesai
INT1242,MHS197,KNT152,2025-04-02 23:16:40,64,Bermanfaat,Laptop,Belum Selesai
INT1243,MHS003,KNT073,2025-01-31 05:50:34,81,Kurang,Laptop,Belum Selesai
INT1244,MHS020,KNT107,2025-03-28 06:08:43,93,Sangat Membantu,Tablet,Selesai
INT1245,MHS274,KNT178,2025-02-01 18:26:03,47,Sangat Membantu,Tablet,Belum Selesai
INT1246,MHS103,KNT198,2025-03-19 14:50:07,114,Sangat Membantu,Laptop,Belum Selesai
INT1247,MHS192,KNT122,2025-01-25 07:18:09,79,Bermanfaat,Tablet,Belum Selesai
INT1248,MHS008,KNT178,2025-01-03 06:45:39,77,Sangat Membantu,HP,Selesai
INT1249,MHS165,KNT033,2024-12-13 10:52:23,47,Kurang,Tablet,Belum Selesai
INT1250,MHS272,KNT053,2025-01-18 23:07:51,83,Sangat Membantu,HP,Selesai
INT1251,MHS098,KNT037,2024-11-25 15:38:51,43,Sangat Membantu,HP,Selesai
INT1252,MHS010,KNT164,2024-11-28 18:14:48,58,Bermanfaat,Laptop,Belum Selesai
INT1253,MHS003,KNT070,2025-01-02 15:15:13,47,Sangat Membantu,HP,Selesai
INT1254,MHS128,KNT134,2024-12-17 21:08:15,25,Kurang,Tablet,Belum Selesai
INT1255,MHS116,KNT116,2025-01-29 07:42:59,18,Kurang,Tablet,Selesai
INT1256,MHS177,KNT106,2024-12-30 16:36:07,63,Bermanfaat,HP,Selesai
INT1257,MHS160,KNT062,2024-12-24 00:31:28,117,Bermanfaat,Laptop,Belum Selesai
INT1258,MHS067,KNT045,2025-02-26 05:52:56,106,Kurang,HP,Belum Selesai
INT1259,MHS053,KNT157,2024-12-27 01:38:01,10,Sangat Membantu,Tablet,Belum Selesai
INT1260,MHS197,KNT178,2025-03-24 21:04:05,68,Kurang,Laptop,Belum Selesai
INT1261,MHS258,KNT010,2025-04-26 17:52:20,33,Bermanfaat,HP,Selesai
INT1262,MHS157,KNT153,2025-05-02 00:20:33,5,Bermanfaat,Tablet,Belum Selesai
INT1263,MHS086,KNT047,2025-03-02 18:35:13,86,Kurang,Laptop,Selesai
INT1264,MHS034,KNT184,2024-11-29 10:15:45,33,Bermanfaat,Laptop,Belum Selesai
INT1265,MHS024,KNT128,2025-03-14 04:17:03,93,Kurang,HP,Belum Selesai
INT1266,MHS153,KNT157,2024-12-24 03:57:23,34,Kurang,Laptop,Selesai
INT1267,MHS149,KNT023,2025-03-13 07:21:59,64,Kurang,Laptop,Selesai
INT1268,MHS234,KNT161,2025-04-17 00:07:37,84,Sangat Membantu,Laptop,Selesai
INT1269,MHS267,KNT078,2024-12-18 14:20:50,32,Sangat Membantu,Tablet,Belum Selesai
INT1270,MHS269,KNT090,2024-12-06 18:03:50,35,Sangat Membantu,HP,Selesai
INT1271,MHS173,KNT108,2025-01-31 01:25:41,66,Kurang,Laptop,Belum Selesai
INT1272,MHS223,KNT002,2025-01-19 08:03:39,99,Bermanfaat,Laptop,Belum Selesai
INT1273,MHS069,KNT143,2025-04-03 10:59:05,103,Kurang,Tablet,Belum Selesai
INT1274,MHS176,KNT061,2025-05-11 18:34:38,109,Bermanfaat,HP,Belum Selesai
INT1275,MHS251,KNT050,2025-05-14 13:46:03,47,Sangat Membantu,Tablet,Selesai
INT1276,MHS184,KNT031,2025-04-12 19:45:37,108,Kurang,HP,Belum Selesai
INT1277,MHS097,KNT136,2025-01-09 08:23:11,99,Kurang,HP,Belum Selesai
INT1278,MHS085,KNT025,2024-12-26 23:08:39,53,Sangat Membantu,Laptop,Belum Selesai
INT1279,MHS207,KNT159,2025-04-11 03:31:10,31,Kurang,HP,Belum Selesai
INT1280,MHS010,KNT093,2025-01-26 16:38:11,56,Kurang,Tablet,Selesai
INT1281,MHS117,KNT195,2025-04-07 16:05:33,28,Kurang,HP,Belum Selesai
INT1282,MHS115,KNT139,2025-01-09 21:40:31,110,Sangat Membantu,HP,Belum Selesai
INT1283,MHS068,KNT130,2025-03-21 07:38:37,5,Bermanfaat,HP,Belum Selesai
INT1284,MHS109,KNT057,2025-02-10 05:41:20,51,Bermanfaat,Tablet,Selesai
INT1285,MHS012,KNT119,2025-01-29 18:14:11,6,Kurang,Laptop,Belum Selesai
INT1286,MHS259,KNT198,2025-05-03 02:45:39,14,Bermanfaat,Tablet,Belum Selesai
INT1287,MHS087,KNT161,2025-02-20 08:14:36,50,Bermanfaat,Tablet,Belum Selesai
INT1288,MHS064,KNT169,2024-12-29 12:33:13,8,Bermanfaat,Tablet,Belum Selesai
INT1289,MHS188,KNT054,2024-12-01 14:41:23,76,Bermanfaat,Tablet,Selesai
INT1290,MHS020,KNT071,2025-03-01 22:02:35,19,Kurang,HP,Selesai
INT1291,MHS193,KNT014,2025-02-21 04:12:45,23,Sangat Membantu,Tablet,Selesai
INT1292,MHS131,KNT050,2025-04-13 03:05:04,42,Sangat Membantu,Tablet,Selesai
INT1293,MHS274,KNT029,2025-01-20 23:05:57,61,Sangat Membantu,Tablet,Selesai
INT1294,MHS025,KNT039,2025-02-26 02:15:36,29,Kurang,HP,Belum Selesai
INT1295,MHS025,KNT176,2025-03-25 10:16:04,85,Kurang,Laptop,Belum Selesai
INT1296,MHS056,KNT122,2025-04-10 15:58:36,79,Bermanfaat,HP,Selesai
INT1297,MHS011,KNT128,2025-04-07 22:44:36,102,Sangat Membantu,HP,Selesai
INT1298,MHS025,KNT046,2025-04-30 06:22:09,51,Kurang,HP,Selesai
INT1299,MHS060,KNT041,2025-02-19 01:19:52,10,Bermanfaat,HP,Selesai
INT1300,MHS214,KNT172,2025-04-17 14:36:27,8,Sangat Membantu,HP,Selesai
INT1301,MHS228,KNT012,2025-03-04 08:46:04,30,Kurang,Laptop,Selesai
INT1302,MHS195,KNT014,2025-01-12 08:03:33,30,Bermanfaat,Laptop,Belum Selesai
INT1303,MHS064,KNT166,2024-11-20 04:11:03,41,Sangat Membantu,HP,Selesai
INT1304,MHS281,KNT094,2024-12-26 13:57:04,27,Sangat Membantu,HP,Belum Selesai
INT1305,MHS130,KNT073,2025-05-10 02:15:04,33,Kurang,Laptop,Belum Selesai
INT1306,MHS243,KNT054,2025-05-15 17:52:21,118,Bermanfaat,Tablet,Selesai
INT1307,MHS079,KNT112,2025-05-18 00:53:04,38,Sangat Membantu,HP,Belum Selesai
INT1308,MHS106,KNT065,2025-05-19 09:04:31,97,Kurang,HP,Selesai
INT1309,MHS005,KNT086,2024-12-17 19:36:36,27,Bermanfaat,Tablet,Belum Selesai
INT1310,MHS155,KNT158,2024-11-25 23:07:56,48,Sangat Membantu,Laptop,Belum Selesai
INT1311,MHS216,KNT195,2025-04-21 10:44:13,113,Kurang,Tablet,Selesai
INT1312,MHS052,KNT117,2024-12-17 16:04:40,75,Sangat Membantu,Laptop,Selesai
INT1313,MHS267,KNT012,2024-12-02 18:24:50,36,Bermanfaat,HP,Belum Selesai
INT1314,MHS139,KNT027,2025-04-03 05:03:27,27,Kurang,Tablet,Belum Selesai
INT1315,MHS071,KNT190,2025-01-26 16:08:06,30,Kurang,Tablet,Selesai
INT1316,MHS215,KNT014,2025-03-20 15:48:54,7,Sangat Membantu,HP,Selesai
INT1317,MHS054,KNT138,2024-12-25 20:46:54,27,Bermanfaat,HP,Selesai
INT1318,MHS262,KNT046,2025-03-23 03:48:48,112,Kurang,HP,Selesai
INT1319,MHS061,KNT041,2024-12-18 12:38:29,38,Bermanfaat,Laptop,Selesai
INT1320,MHS145,KNT008,2025-02-03 02:31:47,17,Bermanfaat,Tablet,Selesai
INT1321,MHS059,KNT125,2025-02-13 02:59:13,7,Sangat Membantu,Laptop,Belum Selesai
INT1322,MHS055,KNT132,2025-02-24 21:35:21,111,Bermanfaat,Tablet,Belum Selesai
INT1323,MHS255,KNT030,2025-04-22 18:45:08,91,Sangat Membantu,Laptop,Belum Selesai
INT1324,MHS102,KNT019,2024-11-24 11:47:21,22,Bermanfaat,Laptop,Selesai
INT1325,MHS103,KNT061,2025-03-14 16:42:56,53,Sangat Membantu,Tablet,Selesai
INT1326,MHS135,KNT185,2025-03-20 15:14:44,88,Sangat Membantu,Tablet,Selesai
INT1327,MHS268,KNT114,2025-02-24 13:51:42,105,Kurang,Tablet,Selesai
INT1328,MHS104,KNT152,2025-03-20 13:46:50,118,Sangat Membantu,Laptop,Selesai
INT1329,MHS184,KNT149,2025-02-22 22:26:15,19,Kurang,Tablet,Selesai
INT1330,MHS210,KNT084,2025-03-10 17:59:40,48,Sangat Membantu,Tablet,Selesai
INT1331,MHS152,KNT108,2025-05-16 23:21:06,31,Bermanfaat,Tablet,Belum Selesai
INT1332,MHS083,KNT051,2025-02-03 05:16:33,44,Kurang,HP,Selesai
INT1333,MHS021,KNT192,2025-03-25 20:18:41,63,Bermanfaat,Laptop,Selesai
INT1334,MHS281,KNT174,2025-03-27 19:46:13,35,Bermanfaat,HP,Belum Selesai
INT1335,MHS255,KNT084,2025-03-21 04:46:12,52,Bermanfaat,Tablet,Belum Selesai
INT1336,MHS107,KNT059,2024-12-22 11:32:55,108,Bermanfaat,Laptop,Selesai
INT1337,MHS247,KNT200,2024-12-30 07:20:31,52,Kurang,Laptop,Selesai
INT1338,MHS170,KNT029,2025-02-05 01:51:38,89,Bermanfaat,Tablet,Selesai
INT1339,MHS121,KNT084,2024-11-21 08:36:13,26,Sangat Membantu,Tablet,Selesai
INT1340,MHS002,KNT059,2025-05-14 18:07:59,72,Sangat Membantu,HP,Selesai
INT1341,MHS007,KNT026,2025-02-16 20:33:14,107,Bermanfaat,Tablet,Belum Selesai
INT1342,MHS046,KNT061,2025-03-17 21:22:51,84,Bermanfaat,Laptop,Selesai
INT1343,MHS057,KNT189,2024-12-31 07:58:22,117,Sangat Membantu,HP,Belum Selesai
INT1344,MHS294,KNT106,2025-03-30 14:21:03,60,Sangat Membantu,Laptop,Selesai
INT1345,MHS253,KNT052,2025-03-10 15:55:02,117,Sangat Membantu,Tablet,Selesai
INT1346,MHS077,KNT097,2025-02-02 09:55:25,96,Bermanfaat,Tablet,Belum Selesai
INT1347,MHS047,KNT057,2025-04-19 21:18:59,13,Sangat Membantu,Tablet,Selesai
INT1348,MHS262,KNT019,2025-03-21 02:34:47,20,Kurang,HP,Selesai
INT1349,MHS039,KNT121,2024-12-21 16:28:22,23,Bermanfaat,Tablet,Selesai
INT1350,MHS052,KNT150,2025-02-24 21:27:59,117,Sangat Membantu,Tablet,Belum Selesai
INT1351,MHS132,KNT125,2025-01-18 20:07:24,21,Sangat Membantu,Laptop,Selesai
INT1352,MHS119,KNT014,2025-03-27 13:04:17,106,Bermanfaat,Laptop,Selesai
INT1353,MHS234,KNT112,2025-04-07 04:14:52,29,Kurang,HP,Selesai
